category,new_path,old_path,width,height,mode,has_alpha,alpha_coverage,sha256
letters,revealed_glyphs/letters/letter_016.png,Alphabet/abstract_rune_glyph_r02_c06.png,256,256,RGBA,True,0.09581,dbc5161fc9d9acf6211bc97f9e066c91c8336a8eedf141d29f686f09e8e5fdcd
letters,revealed_glyphs/letters/letter_017.png,Alphabet/abstract_rune_glyph_r02_c07.png,256,256,RGBA,True,0.104034,23447703e9a99de7cb63c7c8ffac52bf14af1dd92120e6ca681fdfdfa0dee065
letters,revealed_glyphs/letters/letter_018.png,Alphabet/abstract_rune_glyph_r02_c08.png,256,256,RGBA,True,0.181549,fa9982c4661079b004a28ff017a9b1f315a7a8587fbbb82c6934c8523971ba40
letters,revealed_glyphs/letters/letter_019.png,Alphabet/abstract_rune_glyph_r02_c09.png,256,256,RGBA,True,0.188965,4cd6c5735b6c02a23e9ec140934537223460691d7902c3e76cf100a7c65077af
letters,revealed_glyphs/letters/letter_020.png,Alphabet/abstract_rune_glyph_r02_c10.png,256,256,RGBA,True,0.117905,9202d57e38fe65532afee26079ffc43003199f92b5725a41580df5bf646b0082
letters,revealed_glyphs/letters/letter_021.png,Alphabet/abstract_rune_glyph_r03_c01.png,256,256,RGBA,True,0.157516,532d207986f5e841de56c24d85799a881571a3a8248d817d15c0027db90f5433
letters,revealed_glyphs/letters/letter_022.png,Alphabet/abstract_rune_glyph_r03_c02.png,256,256,RGBA,True,0.192047,e8889e629601b23f6b5fc602aaf08305157ac6b6acea1b90ef5a5b59e905b614
letters,revealed_glyphs/letters/letter_023.png,Alphabet/abstract_rune_glyph_r03_c03.png,256,256,RGBA,True,0.157959,2afe11ac4c0a09c2486ba9203c15d26fe51ba9e646ed5c7b9341f6e7a2f24be4
letters,revealed_glyphs/letters/letter_024.png,Alphabet/abstract_rune_glyph_r03_c04.png,256,256,RGBA,True,0.16745,bed9a73b0f8a517e51368035061d7d3695c2b4df83584590d3eecff305f3b861
letters,revealed_glyphs/letters/letter_025.png,Alphabet/abstract_rune_glyph_r03_c05.png,256,256,RGBA,True,0.186096,d7bdbd49acc836c710a5d723937e02138a9c137ba12195ef7ac279029f267a09
letters,revealed_glyphs/letters/letter_026.png,Alphabet/abstract_rune_glyph_r03_c06.png,256,256,RGBA,True,0.114822,ecfd823db94225e50de3d2c9d1f25ae565959d88e3fdbc50daa4e73421a6cd00
letters,revealed_glyphs/letters/letter_027.png,Alphabet/abstract_rune_glyph_r03_c07.png,256,256,RGBA,True,0.27742,1aa7c72e5fefdb45d4e50c41f33f18639ada3366efd449db1518626ca71ee841
letters,revealed_glyphs/letters/letter_028.png,Alphabet/abstract_rune_glyph_r03_c08.png,256,256,RGBA,True,0.137482,f8d9b535250aac03299014824c8f867e9262cb12abc9f182d5cda7cd5f8e0959
letters,revealed_glyphs/letters/letter_029.png,Alphabet/abstract_rune_glyph_r03_c09.png,256,256,RGBA,True,0.139206,85fd66c231c59e8c29a1e0b89f58caebceda935d773c37b316ce6349eab1c0f6
letters,revealed_glyphs/letters/letter_030.png,Alphabet/abstract_rune_glyph_r03_c10.png,256,256,RGBA,True,0.146179,7fc29bafe2a76106aea9f467e6242925fed5ff1a344287410f05e56e3840badb
letters,revealed_glyphs/letters/letter_031.png,Alphabet/abstract_rune_glyph_r04_c01.png,256,256,RGBA,True,0.16188,2205c775abbd03def47fc06f936c567055b03539a3479aa4d6be80665c055f87
letters,revealed_glyphs/letters/letter_032.png,Alphabet/abstract_rune_glyph_r04_c02.png,256,256,RGBA,True,0.174667,4bd2f126c4a9f88c4fddfa6ca1fd5368f32962794c3b173e3d5bbeaabd92497a
letters,revealed_glyphs/letters/letter_033.png,Alphabet/abstract_rune_glyph_r04_c03.png,256,256,RGBA,True,0.188736,ec7e81ac76ed0be767d94745b1f84dfc95c89c8e417bd0ecf3774e6e7a3bd8c8
letters,revealed_glyphs/letters/letter_034.png,Alphabet/abstract_rune_glyph_r04_c04.png,256,256,RGBA,True,0.140213,6a9401a870f94cfface1f559ea028297d35f7efa02003ffc54cdb4cf390b53c5
letters,revealed_glyphs/letters/letter_035.png,Alphabet/abstract_rune_glyph_r04_c05.png,256,256,RGBA,True,0.201523,315de7ba03e0b03df9338afa70ff78ec2f5127b4a3059e7d60ffd5833fdc3428
letters,revealed_glyphs/letters/letter_036.png,Alphabet/abstract_rune_glyph_r04_c06.png,256,256,RGBA,True,0.212814,2da841477d50938ed91453a7a4e8b0f71ff19d142eec0d1086524514c19da372
letters,revealed_glyphs/letters/letter_037.png,Alphabet/abstract_rune_glyph_r04_c07.png,256,256,RGBA,True,0.129639,7af4082786e8cc61e565da39d4b8775bc814b02c24d3b47fb3039ed70760ff38
letters,revealed_glyphs/letters/letter_038.png,Alphabet/abstract_rune_glyph_r04_c08.png,256,256,RGBA,True,0.17012,3ae05a7ef73081396f6c26bed8a81e5b585af384869ab5a33a9961a1f5fd766f
letters,revealed_glyphs/letters/letter_039.png,Alphabet/abstract_rune_glyph_r04_c09.png,256,256,RGBA,True,0.221207,8c5c1c36e25d1cf68de0bf1d342909207f73ef9d1f3903052e8005b9364c660d
letters,revealed_glyphs/letters/letter_040.png,Alphabet/abstract_rune_glyph_r04_c10.png,256,256,RGBA,True,0.182526,5cedba5a1939a7334eebdd691c81a9ebc63fb8891dbf4b73f21439565d927370
letters,revealed_glyphs/letters/letter_041.png,Alphabet/abstract_rune_glyph_r05_c01.png,256,256,RGBA,True,0.155258,4f4e3a5fed16652cc334389a35841ad8a63ed8b6705d2901de3a8d161a8fbfa6
letters,revealed_glyphs/letters/letter_042.png,Alphabet/abstract_rune_glyph_r05_c02.png,256,256,RGBA,True,0.144287,9056f5cf11fe345d83feda47d0e9554a942ce2b16c909195db9b835e9a7b3a2e
letters,revealed_glyphs/letters/letter_043.png,Alphabet/abstract_rune_glyph_r05_c03.png,256,256,RGBA,True,0.198578,d725a55af56352d123868df24339ae3166477de276c2fcfaa80f945936a78308
letters,revealed_glyphs/letters/letter_044.png,Alphabet/abstract_rune_glyph_r05_c04.png,256,256,RGBA,True,0.209015,2d3cc4e9cbfe2fa47c95706bcce58c1844fbae507b775c03c519dd991bda7c96
letters,revealed_glyphs/letters/letter_045.png,Alphabet/abstract_rune_glyph_r05_c05.png,256,256,RGBA,True,0.174896,66578d311ca78bf6798d0213062e1b2dfe92cf1071b694b7bd1dcc9717eb8821
letters,revealed_glyphs/letters/letter_046.png,Alphabet/abstract_rune_glyph_r05_c06.png,256,256,RGBA,True,0.2052,b2dddea500b10cf9665c5431b0b931593d2c50384bc06d68a311830a85e2ec35
letters,revealed_glyphs/letters/letter_047.png,Alphabet/abstract_rune_glyph_r05_c07.png,256,256,RGBA,True,0.200577,9c7daeaeb37e7bb4be1d0aed47eba913e8d0d1c3de04b9038e333452df15c7ff
letters,revealed_glyphs/letters/letter_048.png,Alphabet/abstract_rune_glyph_r05_c08.png,256,256,RGBA,True,0.136871,3a80c430cec888e2705f84f511a79192b55af0f64aa210478f8fde6f6c47e06c
letters,revealed_glyphs/letters/letter_049.png,Alphabet/abstract_rune_glyph_r05_c09.png,256,256,RGBA,True,0.185684,154cd1c2007987180ecfa1bc5f4ff930f8f800b91b1e268bccd6548cd945adec
letters,revealed_glyphs/letters/letter_050.png,Alphabet/abstract_rune_glyph_r05_c10.png,256,256,RGBA,True,0.170074,7b22bfcf12ce63cd46592f51f3c2a077db203acd4c885abe0aa326de0efc0ab0
letters,revealed_glyphs/letters/letter_051.png,Alphabet/abstract_rune_glyph_r06_c01.png,256,256,RGBA,True,0.197006,9d500374727a71fc18c20aaace8971d3a19b4e492225eb3cbedd5b0ba3fd8873
letters,revealed_glyphs/letters/letter_052.png,Alphabet/abstract_rune_glyph_r06_c02.png,256,256,RGBA,True,0.120148,71bbcf7b4cfe71274291461c5d3932217659671eddab624a653b1c9df9a00d66
letters,revealed_glyphs/letters/letter_053.png,Alphabet/abstract_rune_glyph_r06_c03.png,256,256,RGBA,True,0.130753,558bdf6e934361ca0cdefdd1ff2cd293faf2d5c0100bf323326a180a5edcc61f
letters,revealed_glyphs/letters/letter_054.png,Alphabet/abstract_rune_glyph_r06_c04.png,256,256,RGBA,True,0.224289,e6caa1f2901d9718513afe72ae59a3c5b4d4bd296625be0d818ea2443fc6caba
letters,revealed_glyphs/letters/letter_055.png,Alphabet/abstract_rune_glyph_r06_c05.png,256,256,RGBA,True,0.151489,1077da1a784ab991a65f557779a9ab4610a73ed6f9f5db00d84c1b385db573b1
letters,revealed_glyphs/letters/letter_056.png,Alphabet/abstract_rune_glyph_r06_c06.png,256,256,RGBA,True,0.172058,0f0f5dae2b01c97a2fbfd9c99f4e5361e9633a1fd6d8092e95be747b10fb8716
letters,revealed_glyphs/letters/letter_057.png,Alphabet/abstract_rune_glyph_r06_c07.png,256,256,RGBA,True,0.136887,96913222d141798ff626155599163e13381a0a481b68ad14107494273830b1f2
letters,revealed_glyphs/letters/letter_058.png,Alphabet/abstract_rune_glyph_r06_c08.png,256,256,RGBA,True,0.220642,45c7a117d17d17e8c85322b7dc928c68b9260a319176cc7636173fbdc86477db
letters,revealed_glyphs/letters/letter_059.png,Alphabet/abstract_rune_glyph_r06_c09.png,256,256,RGBA,True,0.196198,8afd5a6d9cee11503d365af6ef282cc1f4e5ef3c8ff7994494fa6f8f5a793378
letters,revealed_glyphs/letters/letter_060.png,Alphabet/abstract_rune_glyph_r06_c10.png,256,256,RGBA,True,0.176666,b11cf61d0b04e99de4cf8ed0de3abacd2948dafe974a60e2b18c22256ee6bbf3
letters,revealed_glyphs/letters/letter_061.png,Alphabet/abstract_rune_glyph_r07_c01.png,256,256,RGBA,True,0.122604,72a42e89714b98553ad3cb6dfedc72901b2200886f1e8a3ad89eb9af2ae1e29f
letters,revealed_glyphs/letters/letter_062.png,Alphabet/abstract_rune_glyph_r07_c02.png,256,256,RGBA,True,0.123199,9faa4fe03623c19e93da5ee2f4d3a833eded57d5859993e039817f55af9bc68c
letters,revealed_glyphs/letters/letter_063.png,Alphabet/abstract_rune_glyph_r07_c03.png,256,256,RGBA,True,0.14743,5b512d1c2d60a8fa881dfbcc8ba965fab92d1b8da568d86856d9a9d66ba6abe4
letters,revealed_glyphs/letters/letter_064.png,Alphabet/abstract_rune_glyph_r07_c04.png,256,256,RGBA,True,0.1427,6c835a34275e7061071481c8e2ec13fa45709deaf7a22b24964ce991cafde8f2
letters,revealed_glyphs/letters/letter_065.png,Alphabet/abstract_rune_glyph_r07_c05.png,256,256,RGBA,True,0.141357,59f77ce9ad6739ee3f5979c1f469ff6525e351556d4f6ab690133e34e1ccf1d5
letters,revealed_glyphs/letters/letter_066.png,Alphabet/abstract_rune_glyph_r07_c06.png,256,256,RGBA,True,0.130737,9f5b74f45d62d3e040f9d25db30ec6b50f4b414467cc5653f58ddea48e042cc7
letters,revealed_glyphs/letters/letter_067.png,Alphabet/abstract_rune_glyph_r07_c07.png,256,256,RGBA,True,0.167267,1ea62a3f5dfd0087ca7452b963d796e58c235157597b8cc9538d3d6a86e7e8af
letters,revealed_glyphs/letters/letter_068.png,Alphabet/abstract_rune_glyph_r07_c08.png,256,256,RGBA,True,0.13707,daeaaa8202ef82855f76688acac6a7ddcc138a6ccb92ebb5276441613958d8b2
letters,revealed_glyphs/letters/letter_069.png,Alphabet/abstract_rune_glyph_r07_c09.png,256,256,RGBA,True,0.121979,aca7c375159738ac48d528726449f92bb75b8da01a105cd53014bfed5619df42
letters,revealed_glyphs/letters/letter_070.png,Alphabet/abstract_rune_glyph_r07_c10.png,256,256,RGBA,True,0.129913,eb4988cdda89ea99e3bc7259eb020ba83934a2da5f982b973531cc75980108d1
letters,revealed_glyphs/letters/letter_071.png,Alphabet/abstract_rune_glyph_r08_c01.png,256,256,RGBA,True,0.135025,03e83c109bec540e054088c3b82ef5951caa134571acba7c2a8afe4bdef8015d
letters,revealed_glyphs/letters/letter_072.png,Alphabet/abstract_rune_glyph_r08_c02.png,256,256,RGBA,True,0.150116,0455a04f146e553cbb15c9413ab0a86033e10b5009d4a4f3d038f6adc6390763
letters,revealed_glyphs/letters/letter_073.png,Alphabet/abstract_rune_glyph_r08_c03.png,256,256,RGBA,True,0.110413,81596eccf86950dc0446a17e64482af05047b27380194e9a4b652fcac984700b
letters,revealed_glyphs/letters/letter_074.png,Alphabet/abstract_rune_glyph_r08_c04.png,256,256,RGBA,True,0.146637,e8269f1283f34dd650a3ac1cc98d7989544f47150b3adcb1c9c52bdfc8a8ae4f
letters,revealed_glyphs/letters/letter_075.png,Alphabet/abstract_rune_glyph_r08_c05.png,256,256,RGBA,True,0.158875,d18f483cf409c2998c46d73a53e7f4de72603828d54f8ef0da59c7b083d0cc74
letters,revealed_glyphs/letters/letter_076.png,Alphabet/abstract_rune_glyph_r08_c06.png,256,256,RGBA,True,0.094833,6a27051406d506c245e93cad88b5988971f5cf4aef69c678a6935b6c9d43eba6
letters,revealed_glyphs/letters/letter_077.png,Alphabet/abstract_rune_glyph_r08_c07.png,256,256,RGBA,True,0.123734,c35db37b2d9c00d8a6f7127c15ac2a3bbd31161b2f3e02dbbf90fe1cc26d3e25
letters,revealed_glyphs/letters/letter_078.png,Alphabet/abstract_rune_glyph_r08_c08.png,256,256,RGBA,True,0.12146,53ec06261f91fad8ad0fa238340dc25ccade3ab240b39f74df706a3d57548417
letters,revealed_glyphs/letters/letter_079.png,Alphabet/abstract_rune_glyph_r08_c09.png,256,256,RGBA,True,0.135406,96bd8c9f8a78e09fbd8aaa3e4e9c78b9e217048fb5e06ce2a5a30849fbd6d8c2
letters,revealed_glyphs/letters/letter_080.png,Alphabet/abstract_rune_glyph_r08_c10.png,256,256,RGBA,True,0.158524,8ccfc97538ed2a12e6082797462087333cd8ff9e93a60200043b23acc3c0af0f
letters,revealed_glyphs/letters/letter_081.png,Alphabet/abstract_rune_glyph_r09_c01.png,256,256,RGBA,True,0.144531,69bbcf6fa894a5b33e84f52feb19a956bfabb38708c8bbd1f1e266e304b72f8d
letters,revealed_glyphs/letters/letter_082.png,Alphabet/abstract_rune_glyph_r09_c02.png,256,256,RGBA,True,0.106766,867c32f114026660cd809d5e43dd2328286b8f867acab9ccbb9737d8dc0b6a3d
letters,revealed_glyphs/letters/letter_083.png,Alphabet/abstract_rune_glyph_r09_c03.png,256,256,RGBA,True,0.147766,66d9779a5c4aeb98976d785ceca4b54587f04bf2b1c45fba7748679e163a5206
letters,revealed_glyphs/letters/letter_084.png,Alphabet/abstract_rune_glyph_r09_c04.png,256,256,RGBA,True,0.090851,13254da0d0b800ece57bdeffb6b7bbeafe63a1fadd45e1073294bdcfd24c7e58
letters,revealed_glyphs/letters/letter_085.png,Alphabet/abstract_rune_glyph_r09_c05.png,256,256,RGBA,True,0.117935,45f943c1c4b9475bcd2b6e5989d6975cf249d7a2f8b5b6c3537de8033e153477
letters,revealed_glyphs/letters/letter_086.png,Alphabet/abstract_rune_glyph_r09_c06.png,256,256,RGBA,True,0.180923,ca0efad1fa9f266e20c2224cafc0a50b5519ffc346a3589b9b8eadb9892da8cf
letters,revealed_glyphs/letters/letter_087.png,Alphabet/abstract_rune_glyph_r09_c07.png,256,256,RGBA,True,0.115448,8e157179c67ff0d3052eeab98593a9efdfe674839a43497409ba3686991de2d9
letters,revealed_glyphs/letters/letter_088.png,Alphabet/abstract_rune_glyph_r09_c08.png,256,256,RGBA,True,0.160995,411220c618cad84ed64363da57fead6f99c6c6ac5504f05f45412188998d2c3a
letters,revealed_glyphs/letters/letter_089.png,Alphabet/abstract_rune_glyph_r09_c09.png,256,256,RGBA,True,0.122284,dd0d7b68efff6c044b7455120be3b5e1166bfc231d8c21b6e74a0f8f20db74a1
letters,revealed_glyphs/letters/letter_090.png,Alphabet/abstract_rune_glyph_r09_c10.png,256,256,RGBA,True,0.106888,cff59cf4ddc3b55deec9b7c34bd59c890fd410cad95379a4a7b0b3f87f7caa4e
letters,revealed_glyphs/letters/letter_091.png,Alphabet/abstract_rune_glyph_r10_c01.png,256,256,RGBA,True,0.21666,6fa480d4002829945807c91f503a29d37899baf07d003af5951dedb37b0b4e82
letters,revealed_glyphs/letters/letter_092.png,Alphabet/abstract_rune_glyph_r10_c02.png,256,256,RGBA,True,0.144516,7c18e3619f96cc0f171db55cedf1286dd8bbd8a794dd87ebdf2a6aba396b7317
letters,revealed_glyphs/letters/letter_093.png,Alphabet/abstract_rune_glyph_r10_c03.png,256,256,RGBA,True,0.196854,41cfee8c4e2d3eb5364b4c3702230f13cf84e7b0e0fafccde25efb0250015905
letters,revealed_glyphs/letters/letter_094.png,Alphabet/abstract_rune_glyph_r10_c04.png,256,256,RGBA,True,0.162094,7426cf9a041a383a200a95889ed5d6823cca7979ab7cffe6837e0427512a6c91
letters,revealed_glyphs/letters/letter_095.png,Alphabet/abstract_rune_glyph_r10_c05.png,256,256,RGBA,True,0.275742,3be07356aa494fcf29c876de748681ba8eac6c73a7aaa9d8f4565b47628ee8f1
letters,revealed_glyphs/letters/letter_096.png,Alphabet/abstract_rune_glyph_r10_c06.png,256,256,RGBA,True,0.188156,9073ee6734352e165eb0d8f2ae61adf97a47d0826b29f741a2998281b0bb9f0c
letters,revealed_glyphs/letters/letter_097.png,Alphabet/abstract_rune_glyph_r10_c07.png,256,256,RGBA,True,0.182068,4df293c18b3d03b67b1fee0f4efb659c2729a673fcd6726a4f2f3b1a67d55c84
letters,revealed_glyphs/letters/letter_098.png,Alphabet/abstract_rune_glyph_r10_c08.png,256,256,RGBA,True,0.202942,faa92324cee564ce845b0aee7ba4a4a3d16e5a10964108f02177d057828e9e60
letters,revealed_glyphs/letters/letter_099.png,Alphabet/abstract_rune_glyph_r10_c09.png,256,256,RGBA,True,0.19342,e55ef9b6cfcab11865d341c3ec9382ee87e6183aa8ce11185700ee6d98effbf8
letters,revealed_glyphs/letters/letter_100.png,Alphabet/abstract_rune_glyph_r10_c10.png,256,256,RGBA,True,0.200272,c8a0f1de4d9f2592a4f9dc4bc4b2e34891fe6e4c0967fc5ff798fc0ee83f2b76
faces,revealed_glyphs/faces/face_001.png,Faces/carved_horror_face_r01_c01.png,512,512,RGBA,True,0.42474,18a53f1dac5fbb07d565fb086ccf5054416405be300a2854a02d114c604c761f
faces,revealed_glyphs/faces/face_002.png,Faces/carved_horror_face_r01_c02.png,512,512,RGBA,True,0.44355,6a06b2ce754079e63c055d1c6f58ba24157dfbff0cf1cd90be293f1002f91af6
faces,revealed_glyphs/faces/face_003.png,Faces/carved_horror_face_r01_c03.png,512,512,RGBA,True,0.350048,05176a7411c1705b7f2689627f89fd4909e199051d52aa05a53379e3382d4025
faces,revealed_glyphs/faces/face_004.png,Faces/carved_horror_face_r01_c04.png,512,512,RGBA,True,0.427334,27c782f53ab124cda068f0c3c2bbc22d667c314a5d0a22ec5c526603e9592c60
faces,revealed_glyphs/faces/face_005.png,Faces/carved_horror_face_r01_c05.png,512,512,RGBA,True,0.455215,e8934229c51eec9e963b2568bf8f91f792e550ffd06236537a6829335d9de546
faces,revealed_glyphs/faces/face_006.png,Faces/carved_horror_face_r02_c01.png,512,512,RGBA,True,0.402977,8f0a1b86038145c5c9657be3313d3f38eccca254f4df2a1d4c2924a1c6d1e3b8
faces,revealed_glyphs/faces/face_007.png,Faces/carved_horror_face_r02_c02.png,512,512,RGBA,True,0.403538,aaf6622bf57a0dc5ee67799bf9464f5f5fcfceec0da00aaa6d34dcc8029c13a1
faces,revealed_glyphs/faces/face_008.png,Faces/carved_horror_face_r02_c03.png,512,512,RGBA,True,0.378952,a0252c6400cb12211cdd20a0acd06969810c7130fbf95fed0e3cae1dc177c5ba
faces,revealed_glyphs/faces/face_009.png,Faces/carved_horror_face_r02_c04.png,512,512,RGBA,True,0.387337,34c9bc0e2fc0c580a7f3d27a97a9233b71a216c517a2c2a6beda8bb363092e0e
faces,revealed_glyphs/faces/face_010.png,Faces/carved_horror_face_r02_c05.png,512,512,RGBA,True,0.375332,dbf42a66775d50c8ebd4340b61f8cf069dd426db02d3f1016bed3f221989a171
faces,revealed_glyphs/faces/face_011.png,Faces/carved_horror_face_r05_c01.png,512,512,RGBA,True,0.433212,846337c3280b699e773977c0e9498bb714810e1b1719810bd7bad77004526aae
faces,revealed_glyphs/faces/face_012.png,Faces/carved_horror_face_r05_c02.png,512,512,RGBA,True,0.460712,73d7c355b44a5195809a35834496c2b2042a284a222aee5bd18a7257cfa0dc0b
faces,revealed_glyphs/faces/face_013.png,Faces/carved_horror_face_r05_c03.png,512,512,RGBA,True,0.425457,82762a7a6d92ea6ba203f7a1c4c396ee2660555d01104d774772ac1830e3368c
faces,revealed_glyphs/faces/face_014.png,Faces/carved_horror_face_r05_c04.png,512,512,RGBA,True,0.467583,4f5fef41bd2c784d9916d0dbb19aec492cf59fea90d93dd04a39430b1414f24b
faces,revealed_glyphs/faces/face_015.png,Faces/carved_horror_face_r05_c05.png,512,512,RGBA,True,0.51194,7c50191429043002cc70cbfad3bf8b1c1f4a93a9f33638b57fd432c07b6fc3c0
symbols,revealed_glyphs/symbols/symbol_001.png,Glyphs/dsb_complex_white_glyph_01_fungal_entity_sigil.png,512,512,RGBA,True,0.147717,067267b6451155bf91b34c26b242ed227c7b1321b078d68cd8f07d3da5af8f5e
symbols,revealed_glyphs/symbols/symbol_002.png,Glyphs/dsb_complex_white_glyph_02_worship_rite.png,512,512,RGBA,True,0.141949,4d498265245e97cc492aad25de0a85add20e858da255cfc33036f3ab04913f35
symbols,revealed_glyphs/symbols/symbol_003.png,Glyphs/dsb_complex_white_glyph_03_rooted_eye_cosmos.png,512,512,RGBA,True,0.135143,cf958e7b59001cb9869d3495c7b0171caaaacbd06dfbff5593c2de1497930b0c
symbols,revealed_glyphs/symbols/symbol_004.png,Glyphs/dsb_complex_white_glyph_04_mushroom_cosmic_seal.png,512,512,RGBA,True,0.181213,1f429b59c2ce499fd03b0620546b048b3f4ee27c9ab4988a23418193ef6657ed
symbols,revealed_glyphs/symbols/symbol_005.png,Glyphs/dsb_complex_white_glyph_05_obelisk_and_worshippers.png,512,512,RGBA,True,0.167725,bb82395c05ea25c1ab22f341c9a7b81285fe1c7ad77cf2ec20112423192de381
symbols,revealed_glyphs/symbols/symbol_006.png,Glyphs/dsb_horror_white_glyph_01_ornate_horror_sigil.png,512,512,RGBA,True,0.182785,ef8d911ed95f256dd5c9c65fa407334463d4b3296a30183e52477a11054971da
symbols,revealed_glyphs/symbols/symbol_007.png,Glyphs/dsb_horror_white_glyph_02_eclipse_root_horror.png,512,512,RGBA,True,0.147106,09995d746e53d4ded9477ecc8fc2de000437c57f01d332e821d0e391fe4aa34f
symbols,revealed_glyphs/symbols/symbol_008.png,Glyphs/dsb_horror_white_glyph_03_tribal_aberration_sigil.png,512,512,RGBA,True,0.17334,b5cfc15a1d9c396d2a7be080ed6e8948703d4ba2bc13eb7dea61bfa060199cd2
symbols,revealed_glyphs/symbols/symbol_009.png,Glyphs/dsb_horror_white_glyph_04_fungal_ritual_massacre.png,512,512,RGBA,True,0.200844,501e6d9f11a7ab54696e07c5dfc581e0b0c2c59b777ac56997df772f162c1e5d
symbols,revealed_glyphs/symbols/symbol_010.png,Glyphs/dsb_horror_white_glyph_05_eldritch_ritual_tablet.png,512,512,RGBA,True,0.18964,62e3562e33e8d969fdf8036e419c2c20f9711a4d91d001ce3dea56283480af9e
symbols,revealed_glyphs/symbols/symbol_011.png,Glyphs/dsb_reusable_glyph_01_fungal_entity.png,512,512,RGBA,True,0.136562,b5b83fa21cc19407a5868885e3c6b19a55d4d16a151a08c8fb120599cd835a6b
symbols,revealed_glyphs/symbols/symbol_012.png,Glyphs/dsb_reusable_glyph_02_worshipper_invoking_entity.png,512,512,RGBA,True,0.107998,11d9acb9aaf90a5b5b6af38c9f44d2371d34f78f30d5bf658c59220086e59672
symbols,revealed_glyphs/symbols/symbol_013.png,Glyphs/dsb_reusable_glyph_03_rooted_eye_entity.png,512,512,RGBA,True,0.154072,6ac3a52de280e1a41f57885c8e86ec4bf3cd1693951dff6c9d474594cd61bcee
symbols,revealed_glyphs/symbols/symbol_014.png,Glyphs/dsb_reusable_glyph_04_black_obelisk.png,512,512,RGBA,True,0.169861,41d1b9bcb1265a58c0d48ee6768829684ad48240172423f59766ca165c3327e3
symbols,revealed_glyphs/symbols/symbol_015.png,Glyphs/dsb_reusable_glyph_05_rooted_cosmic_seal.png,512,512,RGBA,True,0.158115,5d179aaa47deb7696a4c341b6d97d081c2e3e631d5a5b7899483ab6d89b8c57f
